Date,Adj Close
2018-06-21,31.0
2018-06-22,32.0
2018-06-25,31.200000762939453
2018-06-26,32.400001525878906
2018-06-27,32.79999923706055
2018-06-28,29.399999618530273
2018-06-29,29.799999237060547
2018-07-02,31.399999618530273
2018-07-03,30.200000762939453
2018-07-05,31.0
2018-07-06,31.600000381469727
2018-07-09,32.20000076293945
2018-07-10,32.400001525878906
2018-07-11,32.79999923706055
2018-07-12,30.600000381469727
2018-07-13,31.399999618530273
2018-07-16,32.20000076293945
2018-07-17,31.399999618530273
2018-07-18,32.20000076293945
2018-07-19,31.200000762939453
2018-07-20,30.600000381469727
2018-07-23,29.799999237060547
2018-07-24,28.0
2018-07-25,27.399999618530273
2018-07-26,28.0
2018-07-27,27.799999237060547
2018-07-30,27.799999237060547
2018-07-31,26.799999237060547
2018-08-01,28.0
2018-08-02,26.799999237060547
2018-08-03,27.200000762939453
2018-08-06,28.200000762939453
2018-08-07,29.200000762939453
2018-08-08,31.0
2018-08-09,31.799999237060547
2018-08-10,30.0
2018-08-13,28.600000381469727
2018-08-14,28.200000762939453
2018-08-15,30.0
2018-08-16,28.399999618530273
2018-08-17,28.799999237060547
2018-08-20,28.0
2018-08-21,28.0
2018-08-22,29.399999618530273
2018-08-23,28.600000381469727
2018-08-24,30.0
2018-08-27,28.799999237060547
2018-08-28,30.0
2018-08-29,28.200000762939453
2018-08-30,25.200000762939453
2018-08-31,27.200000762939453
2018-09-04,31.0
2018-09-05,32.400001525878906
2018-09-06,29.799999237060547
2018-09-07,28.0
2018-09-10,28.600000381469727
2018-09-11,28.399999618530273
2018-09-12,27.0
2018-09-13,22.399999618530273
2018-09-14,22.399999618530273
2018-09-17,22.600000381469727
2018-09-18,21.600000381469727
2018-09-19,20.200000762939453
2018-09-20,19.200000762939453
2018-09-21,12.199999809265137
2018-09-24,12.399999618530273
2018-09-25,12.399999618530273
2018-09-26,12.199999809265137
2018-09-27,12.399999618530273
2018-09-28,11.800000190734863
2018-10-01,11.800000190734863
2018-10-02,12.0
2018-10-03,12.199999809265137
2018-10-04,12.800000190734863
2018-10-05,11.800000190734863
2018-10-08,11.0
2018-10-09,11.199999809265137
2018-10-10,10.600000381469727
2018-10-11,10.399999618530273
2018-10-12,10.800000190734863
2018-10-15,11.0
2018-10-16,11.199999809265137
2018-10-17,10.800000190734863
2018-10-18,10.800000190734863
2018-10-19,10.600000381469727
2018-10-22,11.199999809265137
2018-10-23,11.199999809265137
2018-10-24,10.199999809265137
2018-10-25,9.600000381469727
2018-10-26,9.399999618530273
2018-10-29,9.600000381469727
2018-10-30,8.199999809265137
2018-10-31,8.0
2018-11-01,8.600000381469727
2018-11-02,8.800000190734863
2018-11-05,9.0
2018-11-06,9.600000381469727
2018-11-07,9.399999618530273
2018-11-08,9.199999809265137
2018-11-09,9.0
2018-11-12,9.0
2018-11-13,8.600000381469727
2018-11-14,8.800000190734863
2018-11-15,8.399999618530273
2018-11-16,9.0
2018-11-19,10.199999809265137
2018-11-20,10.800000190734863
2018-11-21,10.199999809265137
2018-11-23,10.800000190734863
2018-11-26,11.600000381469727
2018-11-27,11.600000381469727
2018-11-28,12.0
2018-11-29,8.800000190734863
2018-11-30,8.800000190734863
2018-12-03,7.0
2018-12-04,6.400000095367432
2018-12-06,6.599999904632568
2018-12-07,5.599999904632568
2018-12-10,5.800000190734863
2018-12-11,5.599999904632568
2018-12-12,4.800000190734863
2018-12-13,5.199999809265137
2018-12-14,5.199999809265137
2018-12-17,4.800000190734863
2018-12-18,4.599999904632568
2018-12-19,4.599999904632568
2018-12-20,3.5999999046325684
2018-12-21,4.599999904632568
2018-12-24,4.199999809265137
2018-12-26,3.200000047683716
2018-12-27,3.4000000953674316
2018-12-28,3.5999999046325684
2018-12-31,3.5999999046325684
2019-01-02,3.799999952316284
2019-01-03,3.5999999046325684
2019-01-04,4.199999809265137
2019-01-07,4.199999809265137
2019-01-08,4.199999809265137
2019-01-09,4.599999904632568
2019-01-10,4.400000095367432
2019-01-11,4.599999904632568
2019-01-14,4.0
2019-01-15,2.5999999046325684
2019-01-16,2.4000000953674316
2019-01-17,2.5999999046325684
2019-01-18,2.4800000190734863
2019-01-22,1.809999942779541
2019-01-23,2.0
2019-01-24,1.9199999570846558
2019-01-25,1.899999976158142
2019-01-28,1.9500000476837158
2019-01-29,1.9800000190734863
2019-01-30,2.0199999809265137
2019-01-31,2.119999885559082
2019-02-01,2.049999952316284
2019-02-04,2.2300000190734863
2019-02-05,2.2100000381469727
2019-02-06,2.0799999237060547
2019-02-07,2.069999933242798
2019-02-08,2.0199999809265137
2019-02-11,2.049999952316284
2019-02-12,2.059999942779541
2019-02-13,2.069999933242798
2019-02-14,2.059999942779541
2019-02-15,2.140000104904175
2019-02-19,2.2699999809265137
2019-02-20,2.25
2019-02-21,2.190000057220459
2019-02-22,2.200000047683716
2019-02-25,2.119999885559082
2019-02-26,2.0999999046325684
2019-02-27,2.0199999809265137
2019-02-28,2.5999999046325684
2019-03-01,7.71999979019165
2019-03-04,5.5
2019-03-05,4.619999885559082
2019-03-06,12.020000457763672
2019-03-07,38.86000061035156
2019-03-08,21.0
2019-03-11,32.439998626708984
2019-03-12,35.130001068115234
2019-03-13,31.049999237060547
2019-03-14,27.469999313354492
2019-03-15,29.399999618530273
2019-03-18,27.790000915527344
2019-03-19,25.200000762939453
2019-03-20,21.5
2019-03-21,18.479999542236328
2019-03-22,21.979999542236328
2019-03-25,19.25
2019-03-26,19.950000762939453
2019-03-27,19.389999389648438
2019-03-28,18.399999618530273
2019-03-29,20.389999389648438
2019-04-01,20.09000015258789
2019-04-02,19.68000030517578
2019-04-03,19.149999618530273
2019-04-04,18.540000915527344
2019-04-05,18.479999542236328
2019-04-08,16.549999237060547
2019-04-09,15.489999771118164
2019-04-10,15.579999923706055
2019-04-11,16.290000915527344
2019-04-12,15.649999618530273
2019-04-15,20.739999771118164
2019-04-16,20.809999465942383
2019-04-17,20.219999313354492
2019-04-18,19.020000457763672
2019-04-22,18.049999237060547
2019-04-23,18.049999237060547
2019-04-24,18.579999923706055
2019-04-25,18.34000015258789
2019-04-26,18.229999542236328
2019-04-29,18.0
2019-04-30,17.540000915527344
2019-05-01,16.649999618530273
2019-05-02,16.920000076293945
2019-05-03,16.850000381469727
2019-05-06,17.18000030517578
2019-05-07,16.899999618530273
2019-05-08,16.799999237060547
2019-05-09,16.1299991607666
2019-05-10,15.970000267028809
2019-05-13,14.729999542236328
2019-05-14,18.0
2019-05-15,17.75
2019-05-16,16.760000228881836
2019-05-17,15.529999732971191
2019-05-20,15.020000457763672
2019-05-21,15.1899995803833
2019-05-22,14.850000381469727
2019-05-23,14.65999984741211
2019-05-24,14.539999961853027
2019-05-28,14.800000190734863
2019-05-29,14.199999809265137
2019-05-30,13.4399995803833
2019-05-31,12.729999542236328
2019-06-03,12.720000267028809
2019-06-04,13.149999618530273
2019-06-05,12.970000267028809
2019-06-06,12.779999732971191
2019-06-07,12.520000457763672
2019-06-10,12.90999984741211
2019-06-11,14.6899995803833
2019-06-12,14.199999809265137
2019-06-13,14.399999618530273
2019-06-14,14.020000457763672
2019-06-17,14.039999961853027
2019-06-18,14.199999809265137
2019-06-19,14.430000305175781
2019-06-20,13.84000015258789
2019-06-21,13.420000076293945
2019-06-24,13.170000076293945
2019-06-25,13.079999923706055
2019-06-26,13.170000076293945
2019-06-27,12.949999809265137
2019-06-28,13.390000343322754
2019-07-01,13.609999656677246
2019-07-02,14.619999885559082
2019-07-03,14.279999732971191
2019-07-05,13.5
2019-07-08,13.899999618530273
2019-07-09,13.539999961853027
2019-07-10,13.100000381469727
2019-07-11,12.949999809265137
2019-07-12,12.890000343322754
2019-07-15,12.899999618530273
2019-07-16,17.170000076293945
2019-07-17,15.0
2019-07-18,13.869999885559082
2019-07-19,13.720000267028809
2019-07-22,14.140000343322754
2019-07-23,13.579999923706055
2019-07-24,13.619999885559082
2019-07-25,13.880000114440918
2019-07-26,13.75
2019-07-29,13.5
2019-07-30,13.800000190734863
2019-07-31,13.65999984741211
2019-08-01,12.960000038146973
2019-08-02,13.109999656677246
2019-08-05,12.819999694824219
2019-08-06,12.75
2019-08-07,12.710000038146973
2019-08-08,12.319999694824219
2019-08-09,12.15999984741211
2019-08-12,12.079999923706055
2019-08-13,12.069999694824219
2019-08-14,11.960000038146973
2019-08-15,12.180000305175781
2019-08-16,12.1899995803833
2019-08-19,12.510000228881836
2019-08-20,12.40999984741211
2019-08-21,12.199999809265137
2019-08-22,12.25
2019-08-23,11.920000076293945
2019-08-26,12.029999732971191
2019-08-27,11.550000190734863
2019-08-28,11.510000228881836
2019-08-29,11.40999984741211
2019-08-30,11.109999656677246
2019-09-03,11.180000305175781
2019-09-04,11.0600004196167
2019-09-05,10.960000038146973
2019-09-06,10.979999542236328
2019-09-09,11.210000038146973
2019-09-10,11.109999656677246
2019-09-11,11.449999809265137
2019-09-12,11.3100004196167
2019-09-13,11.880000114440918
2019-09-16,12.0
2019-09-17,11.859999656677246
2019-09-18,11.779999732971191
2019-09-19,11.720000267028809
2019-09-20,11.6899995803833
2019-09-23,11.40999984741211
2019-09-24,10.510000228881836
2019-09-25,10.479999542236328
2019-09-26,9.449999809265137
2019-09-27,9.619999885559082
2019-09-30,9.5
2019-10-01,9.479999542236328
2019-10-02,9.039999961853027
2019-10-03,9.050000190734863
2019-10-04,9.220000267028809
2019-10-07,9.119999885559082
2019-10-08,9.220000267028809
2019-10-09,8.90999984741211
2019-10-10,9.350000381469727
2019-10-11,9.65999984741211
2019-10-14,10.739999771118164
2019-10-15,11.149999618530273
2019-10-16,10.720000267028809
2019-10-17,10.649999618530273
2019-10-18,10.989999771118164
2019-10-21,12.1899995803833
2019-10-22,12.300000190734863
2019-10-23,11.899999618530273
2019-10-24,12.180000305175781
2019-10-25,12.050000190734863
2019-10-28,11.949999809265137
2019-10-29,11.699999809265137
2019-10-30,11.729999542236328
2019-10-31,10.8100004196167
2019-11-01,11.350000381469727
2019-11-04,11.199999809265137
2019-11-05,11.199999809265137
2019-11-06,11.210000038146973
2019-11-07,10.850000381469727
2019-11-08,11.050000190734863
2019-11-11,11.020000457763672
2019-11-12,10.84000015258789
2019-11-13,10.869999885559082
2019-11-14,10.59000015258789
2019-11-15,10.670000076293945
2019-11-18,9.970000267028809
2019-11-19,9.850000381469727
2019-11-20,9.800000190734863
2019-11-21,7.619999885559082
2019-11-22,7.510000228881836
2019-11-25,7.380000114440918
2019-11-26,6.96999979019165
2019-11-27,7.25
2019-11-29,7.25
2019-12-02,7.300000190734863
2019-12-03,7.139999866485596
2019-12-04,8.25
2019-12-05,7.71999979019165
2019-12-06,7.949999809265137
2019-12-09,7.710000038146973
2019-12-10,7.420000076293945
2019-12-11,7.739999771118164
2019-12-12,7.710000038146973
2019-12-13,7.659999847412109
2019-12-16,7.510000228881836
2019-12-17,7.599999904632568
2019-12-18,7.599999904632568
2019-12-19,7.619999885559082
2019-12-20,7.769999980926514
2019-12-23,8.3100004196167
2019-12-24,8.010000228881836
2019-12-26,8.319999694824219
2019-12-27,8.039999961853027
2019-12-30,7.980000019073486
2019-12-31,7.989999771118164
2020-01-02,8.260000228881836
2020-01-03,8.149999618530273
2020-01-06,8.140000343322754
2020-01-07,7.849999904632568
2020-01-08,7.75
2020-01-09,7.159999847412109
2020-01-10,7.150000095367432
2020-01-13,6.900000095367432
2020-01-14,6.96999979019165
2020-01-15,7.150000095367432
2020-01-16,7.639999866485596
2020-01-17,7.570000171661377
2020-01-21,7.300000190734863
2020-01-22,7.070000171661377
2020-01-23,7.070000171661377
2020-01-24,6.789999961853027
2020-01-27,6.670000076293945
2020-01-28,6.800000190734863
2020-01-29,6.679999828338623
2020-01-30,6.389999866485596
2020-01-31,6.329999923706055
2020-02-03,6.570000171661377
2020-02-04,6.829999923706055
2020-02-05,6.449999809265137
2020-02-06,6.460000038146973
2020-02-07,6.28000020980835
2020-02-10,6.25
2020-02-11,6.289999961853027
2020-02-12,6.360000133514404
2020-02-13,6.849999904632568
2020-02-14,6.550000190734863
2020-02-18,6.480000019073486
2020-02-19,6.400000095367432
2020-02-20,6.510000228881836
2020-02-21,6.389999866485596
2020-02-24,6.230000019073486
2020-02-25,5.829999923706055
2020-02-26,5.78000020980835
2020-02-27,5.5
2020-02-28,5.480000019073486
2020-03-02,5.440000057220459
2020-03-03,6.289999961853027
2020-03-04,6.090000152587891
2020-03-05,5.71999979019165
2020-03-06,5.03000020980835
2020-03-09,4.559999942779541
2020-03-10,5.289999961853027
2020-03-11,4.75
2020-03-12,4.110000133514404
2020-03-13,3.640000104904175
2020-03-16,3.069999933242798
2020-03-17,3.200000047683716
2020-03-18,3.25
2020-03-19,3.569999933242798
2020-03-20,3.490000009536743
2020-03-23,3.4100000858306885
2020-03-24,3.630000114440918
2020-03-25,3.7300000190734863
2020-03-26,3.8299999237060547
2020-03-27,5.070000171661377
2020-03-30,4.769999980926514
2020-03-31,4.5
2020-04-01,4.150000095367432
2020-04-02,4.619999885559082
2020-04-03,4.900000095367432
2020-04-06,4.71999979019165
2020-04-07,4.599999904632568
2020-04-08,4.880000114440918
2020-04-09,4.690000057220459
2020-04-13,5.170000076293945
2020-04-14,5.269999980926514
2020-04-15,5.789999961853027
2020-04-16,5.28000020980835
2020-04-17,5.159999847412109
2020-04-20,5.360000133514404
2020-04-21,5.269999980926514
2020-04-22,5.199999809265137
2020-04-23,5.320000171661377
2020-04-24,5.730000019073486
2020-04-27,5.369999885559082
2020-04-28,5.21999979019165
2020-04-29,5.300000190734863
2020-04-30,5.159999847412109
2020-05-01,4.670000076293945
2020-05-04,4.579999923706055
2020-05-05,4.590000152587891
2020-05-06,4.619999885559082
2020-05-07,4.690000057220459
2020-05-08,4.929999828338623
2020-05-11,5.070000171661377
2020-05-12,5.28000020980835
2020-05-13,5.079999923706055
2020-05-14,5.019999980926514
2020-05-15,4.75
2020-05-18,5.349999904632568
2020-05-19,6.039999961853027
2020-05-20,5.900000095367432
2020-05-21,5.849999904632568
2020-05-22,5.460000038146973
2020-05-26,5.5
2020-05-27,5.71999979019165
2020-05-28,5.550000190734863
2020-05-29,5.53000020980835
2020-06-01,5.21999979019165
2020-06-02,5.650000095367432
2020-06-03,5.5
2020-06-04,5.489999771118164
2020-06-05,5.309999942779541
2020-06-08,5.380000114440918
2020-06-09,5.679999828338623
2020-06-10,5.579999923706055
2020-06-11,5.070000171661377
2020-06-12,5.210000038146973
2020-06-15,5.239999771118164
2020-06-16,5.210000038146973
2020-06-17,5.019999980926514
2020-06-18,4.980000019073486
2020-06-19,5.190000057220459
2020-06-22,5.070000171661377
2020-06-23,5.039999961853027
2020-06-24,5.110000133514404
2020-06-25,5.179999828338623
2020-06-26,5.010000228881836
2020-06-29,5.119999885559082
2020-06-30,5.050000190734863
2020-07-01,5.110000133514404
2020-07-02,5.070000171661377
2020-07-06,5.150000095367432
2020-07-07,5.150000095367432
2020-07-08,5.130000114440918
2020-07-09,5.199999809265137
2020-07-10,5.079999923706055
2020-07-13,4.96999979019165
2020-07-14,4.940000057220459
2020-07-15,5.039999961853027
2020-07-16,5.159999847412109
2020-07-17,5.489999771118164
2020-07-20,5.369999885559082
2020-07-21,5.369999885559082
2020-07-22,5.449999809265137
2020-07-23,5.400000095367432
2020-07-24,5.039999961853027
2020-07-27,5.289999961853027
2020-07-28,5.289999961853027
2020-07-29,5.239999771118164
2020-07-30,5.190000057220459
2020-07-31,5.070000171661377
2020-08-03,5.070000171661377
2020-08-04,5.039999961853027
2020-08-05,5.050000190734863
2020-08-06,5.079999923706055
2020-08-07,4.96999979019165
2020-08-10,4.96999979019165
2020-08-11,4.809999942779541
2020-08-12,4.739999771118164
2020-08-13,5.5
2020-08-14,4.949999809265137
2020-08-17,4.75
2020-08-18,4.369999885559082
2020-08-19,4.239999771118164
2020-08-20,3.9600000381469727
2020-08-21,5.159999847412109
2020-08-24,4.920000076293945
2020-08-25,4.599999904632568
2020-08-26,4.380000114440918
2020-08-27,4.320000171661377
2020-08-28,4.340000152587891
2020-08-31,4.300000190734863
2020-09-01,3.859999895095825
2020-09-02,3.990000009536743
2020-09-03,3.880000114440918
2020-09-04,3.8499999046325684
2020-09-08,3.859999895095825
2020-09-09,3.940000057220459
2020-09-10,4.090000152587891
2020-09-11,3.890000104904175
2020-09-14,4.110000133514404
2020-09-15,4.320000171661377
2020-09-16,4.110000133514404
2020-09-17,4.25
2020-09-18,4.440000057220459
2020-09-21,4.269999980926514
2020-09-22,4.110000133514404
2020-09-23,4.0
2020-09-24,3.950000047683716
2020-09-25,4.110000133514404
2020-09-28,4.190000057220459
2020-09-29,4.320000171661377
2020-09-30,4.239999771118164
2020-10-01,4.340000152587891
2020-10-02,4.139999866485596
2020-10-05,4.230000019073486
2020-10-06,4.289999961853027
2020-10-07,4.349999904632568
2020-10-08,4.429999828338623
2020-10-09,4.340000152587891
2020-10-12,4.309999942779541
2020-10-13,4.260000228881836
2020-10-14,4.179999828338623
2020-10-15,4.170000076293945
2020-10-16,4.110000133514404
2020-10-19,4.039999961853027
2020-10-20,4.059999942779541
2020-10-21,4.090000152587891
2020-10-22,5.260000228881836
2020-10-23,4.710000038146973
2020-10-26,4.079999923706055
2020-10-27,3.7200000286102295
2020-10-28,3.4800000190734863
2020-10-29,3.4000000953674316
2020-10-30,3.2799999713897705
2020-11-02,3.2799999713897705
2020-11-03,3.369999885559082
2020-11-04,3.2699999809265137
2020-11-05,3.240000009536743
2020-11-06,3.2100000381469727
2020-11-09,3.3399999141693115
2020-11-10,3.4100000858306885
2020-11-11,3.380000114440918
2020-11-12,3.5899999141693115
2020-11-13,3.3499999046325684
2020-11-16,3.299999952316284
2020-11-17,3.2799999713897705
2020-11-18,3.319999933242798
2020-11-19,3.3399999141693115
2020-11-20,3.6700000762939453
2020-11-23,3.559999942779541
2020-11-24,3.4700000286102295
2020-11-25,3.4800000190734863
2020-11-27,3.5
2020-11-30,3.5399999618530273
2020-12-01,3.359999895095825
2020-12-02,3.390000104904175
2020-12-03,3.3499999046325684
2020-12-04,3.3299999237060547
2020-12-07,3.4800000190734863
2020-12-08,3.559999942779541
2020-12-09,3.859999895095825
2020-12-10,4.449999809265137
2020-12-11,4.059999942779541
2020-12-14,3.740000009536743
2020-12-15,3.8399999141693115
2020-12-16,3.7799999713897705
2020-12-17,3.7200000286102295
2020-12-18,3.700000047683716
2020-12-21,3.690000057220459
2020-12-22,3.740000009536743
2020-12-23,3.799999952316284
2020-12-24,3.809999942779541
2020-12-28,3.6700000762939453
2020-12-29,3.490000009536743
2020-12-30,3.640000104904175
2020-12-31,3.5
2021-01-04,3.630000114440918
2021-01-05,4.0
2021-01-06,4.010000228881836
2021-01-07,3.930000066757202
2021-01-08,4.0
2021-01-11,4.050000190734863
2021-01-12,3.930000066757202
2021-01-13,3.940000057220459
2021-01-14,4.039999961853027
2021-01-15,4.050000190734863
2021-01-19,3.990000009536743
2021-01-20,4.269999980926514
2021-01-21,4.329999923706055
2021-01-22,4.269999980926514
2021-01-25,4.369999885559082
